"EEC_MEASURE";"UNIT_MEASURE";"PCS";"SEX";"AGE";"EMPFORM";"EMPSTA";"EDUC";"IMMI";"WKTIME";"ACTIVITY";"UNDEREMP";"UNEMPDUR";"COMPOHALO";"OBS_STATUS";"TIME_PERIOD";"OBS_VALUE"
"PT_EDUC_IN_POPEMP";"PT";"23";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;17.4
"PT_EMPFORM_IN_POPEMP";"PT";"69";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;63.5
"PT_F_PCS";"PT";"40";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;52.5
"PT_IN_GS";"PT";"_X";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;100
"PT_EMPFORM_IN_POPEMP";"PT";"64";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;88.4
"PT_EDUC_IN_POPEMP";"PT";"44";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EMPFORM_IN_POPEMP";"PT";"22";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;4.4
"PT_F_PCS";"PT";"46";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;56.3
"PT_F_PCS";"PT";"5N";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;75
"PT_EDUC_IN_POPEMP";"PT";"68";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;28.3
"PT_EDUC_IN_POPEMP";"PT";"5_NP";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EMPFORM_IN_POPEMP";"PT";"52";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;80.1
"PT_IN_GS";"PT";"31";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;9.5
"PT_EMPFORM_IN_POPEMP";"PT";"35";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;39.5
"PT_EMPFORM_IN_POPEMP";"PT";"_X";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;10.1
"PT_EDUC_IN_POPEMP";"PT";"22";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;14.7
"PT_EMPFORM_IN_POPEMP";"PT";"48";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.5
"PT_EMPFORM_IN_POPEMP";"PT";"35";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;32.7
"PTNIGHT";"PT";"6Q";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;17.4
"PTEVENING";"PT";"69";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;14.7
"PTREMOTE";"PT";"64";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PTSATURDAY";"PT";"54";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;22.9
"PTSUNDAY";"PT";"42";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;36.8
"PT_EMPFORM_IN_POPEMP";"PT";"21";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0
"PTAUTO";"PT";"63";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;21.3
"PTEVENING";"PT";"65";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;34.5
"PT_EMPFORM_IN_POPEMP";"PT";"6N";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.7
"PT_EDUC_IN_POPEMP";"PT";"6Q";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;39.3
"PT_EDUC_IN_POPEMP";"PT";"6Q";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;6.5
"PT_EDUC_IN_POPEMP";"PT";"44";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EDUC_IN_POPEMP";"PT";"50";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;26.8
"PT_EDUC_IN_POPEMP";"PT";"6N";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;22.4
"PT_EDUC_IN_POPEMP";"PT";"60";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;25.3
"PT_EDUC_IN_POPEMP";"PT";"10";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;12.1
"PT_IN_EMP";"PT";"_X";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.9
"PT_EDUC_IN_POPEMP";"PT";"21";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;15.3
"PTNIGHT";"PT";"6N";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;9.8
"PTAUTO";"PT";"40";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;44.2
"PT_EMPFORM_IN_POPEMP";"PT";"65";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;9.6
"PTSUNDAY";"PT";"56";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;33.2
"PTSUNDAY";"PT";"30_NP";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EMPFORM_IN_POPEMP";"PT";"6_NP";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PTAUTO";"PT";"56";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;25.8
"PTNIGHT";"PT";"30";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;8.6
"PTSATURDAY";"PT";"52";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;42.7
"PTAUTO";"PT";"5N";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;17
"PT_EMPFORM_IN_POPEMP";"PT";"64";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;4
"PT_F_PCS";"PT";"63";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;12.4
"PT_EMPFORM_IN_POPEMP";"PT";"31";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.2
"PT_EMPFORM_IN_POPEMP";"PT";"6Q";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.8
"PT_IN_GS";"PT";"30_NP";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EDUC_IN_POPEMP";"PT";"68";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.4
"PT_EMPFORM_IN_POPEMP";"PT";"62";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;5.3
"PT_F_PCS";"PT";"48";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;12.6
"PT_EMPFORM_IN_POPEMP";"PT";"30";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;80.4
"PT_EMPFORM_IN_POPEMP";"PT";"33";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.3
"DW_EMP";"HW";"4_NP";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EMPFORM_IN_POPEMP";"PT";"44";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EMPFORM_IN_POPEMP";"PT";"45";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.1
"PTSUNDAY";"PT";"44";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PTEVENING";"PT";"40";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;28.2
"PT_EMPFORM_IN_POPEMP";"PT";"31";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.2
"PT_EMPFORM_IN_POPEMP";"PT";"56";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;4.5
"PTNIGHT";"PT";"40";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;9.9
"PT_EDUC_IN_POPEMP";"PT";"43";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.5
"PT_EMPFORM_IN_POPEMP";"PT";"21";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0
"PT_EDUC_IN_POPEMP";"PT";"34";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.1
"PT_EDUC_IN_POPEMP";"PT";"4_NP";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EDUC_IN_POPEMP";"PT";"67";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;31.2
"PT_EMPFORM_IN_POPEMP";"PT";"4_NP";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EDUC_IN_POPEMP";"PT";"45";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;24.7
"PT_EDUC_IN_POPEMP";"PT";"6N";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;29.4
"PT_EMPFORM_IN_POPEMP";"PT";"38";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.6
"PTSUNDAY";"PT";"62";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;12.5
"PTAUTO";"PT";"6Q";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;18.6
"PT_EMPFORM_IN_POPEMP";"PT";"38";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.3
"PTAUTO";"PT";"33";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;78.8
"PTREMOTE";"PT";"_X";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;11.5
"PTNIGHT";"PT";"_X";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;13.6
"DW_EMP";"HW";"_T";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;33.4
"PTREMOTE";"PT";"5N";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.4
"PTAUTO";"PT";"38";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;86
"PTREMOTE";"PT";"62";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.6
"PT_IN_GS";"PT";"46";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;27.8
"PT_EDUC_IN_POPEMP";"PT";"21";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;33.4
"PT_IN_EMP";"PT";"33";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.1
"PT_EDUC_IN_POPEMP";"PT";"5N";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;6.6
"PT_F_PCS";"PT";"37";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;52.2
"PT_EDUC_IN_POPEMP";"PT";"68";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;15.4
"PT_EDUC_IN_POPEMP";"PT";"5Q";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;7.5
"PT_EDUC_IN_POPEMP";"PT";"44";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EMPFORM_IN_POPEMP";"PT";"22";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.1
"PTNIGHT";"PT";"42";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;5.2
"PTSUNDAY";"PT";"35";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;41.7
"DW_EMP";"HW";"54";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;30.6
"PT_EMPFORM_IN_POPEMP";"PT";"5N";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.9
"PTSATURDAY";"PT";"43";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;48.6
"PTEVENING";"PT";"22";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;48.5
"PTEVENING";"PT";"62";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;32
"PTAUTO";"PT";"64";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;19.8
"PT_EMPFORM_IN_POPEMP";"PT";"5Q";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;5.2
"PT_EMPFORM_IN_POPEMP";"PT";"43";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;18.2
"PT_EDUC_IN_POPEMP";"PT";"69";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;28.4
"PT_EDUC_IN_POPEMP";"PT";"60";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.4
"PT_IN_EMP";"PT";"37";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;6.7
"PT_EDUC_IN_POPEMP";"PT";"_T";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;21.6
"PT_IN_EMP";"PT";"56";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;6.2
"PT_EMPFORM_IN_POPEMP";"PT";"5_NP";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_IN_EMP";"PT";"65";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.5
"PT_EMPFORM_IN_POPEMP";"PT";"52";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;12.8
"PT_EMPFORM_IN_POPEMP";"PT";"48";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.3
"DW_EMP";"HW";"10";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;55.1
"PTNIGHT";"PT";"44";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PTNIGHT";"PT";"23";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;12.5
"DW_EMP";"HW";"42";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;28.4
"PTNIGHT";"PT";"64";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;27.2
"PTREMOTE";"PT";"6Q";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.3
"PTEVENING";"PT";"52";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;22.6
"PTNIGHT";"PT";"62";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;24
"PTSATURDAY";"PT";"64";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;42.6
"PT_F_PCS";"PT";"68";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;43.3
"PT_F_PCS";"PT";"53";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;19.6
"PT_EMPFORM_IN_POPEMP";"PT";"45";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0
"PT_EDUC_IN_POPEMP";"PT";"43";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;38.9
"PT_EDUC_IN_POPEMP";"PT";"30";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;12.2
"PT_EDUC_IN_POPEMP";"PT";"50";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;12
"PT_IN_EMP";"PT";"64";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.2
"PT_EDUC_IN_POPEMP";"PT";"47";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;5.6
"PT_IN_EMP";"PT";"48";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;1.9
"PTAUTO";"PT";"68";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;15
"PT_EMPFORM_IN_POPEMP";"PT";"_X";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;7.7
"PT_EMPFORM_IN_POPEMP";"PT";"_T";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.4
"PT_EMPFORM_IN_POPEMP";"PT";"53";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2
"PT_EMPFORM_IN_POPEMP";"PT";"48";"_T";"_T";"271";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.3
"PT_EMPFORM_IN_POPEMP";"PT";"65";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.5
"PTSATURDAY";"PT";"40";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;37.6
"PT_EMPFORM_IN_POPEMP";"PT";"20";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0.1
"PT_EMPFORM_IN_POPEMP";"PT";"53";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.1
"PT_EMPFORM_IN_POPEMP";"PT";"5Q";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;81.4
"PT_EDUC_IN_POPEMP";"PT";"55";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;19.1
"PT_F_PCS";"PT";"5Q";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;76.2
"PT_EMPFORM_IN_POPEMP";"PT";"35";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;9.4
"PT_IN_GS";"PT";"23";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;9.7
"PT_EMPFORM_IN_POPEMP";"PT";"5N";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;77.8
"PT_EMPFORM_IN_POPEMP";"PT";"35";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;14.7
"PT_IN_EMP";"PT";"60";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;18
"PT_EDUC_IN_POPEMP";"PT";"55";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;10.8
"PT_EDUC_IN_POPEMP";"PT";"35";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;63.4
"PT_EMPFORM_IN_POPEMP";"PT";"47";"_T";"_T";"11";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;3.7
"PT_EMPFORM_IN_POPEMP";"PT";"60";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;78.4
"PT_EDUC_IN_POPEMP";"PT";"45";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;33
"PT_EMPFORM_IN_POPEMP";"PT";"40";"_T";"_T";"22_GE3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;6.2
"PT_EMPFORM_IN_POPEMP";"PT";"23";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;0
"PT_EDUC_IN_POPEMP";"PT";"40";"_T";"_T";"_T";"1_BIT";"600T800";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;35.8
"PT_EDUC_IN_POPEMP";"PT";"45";"_T";"_T";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;27.9
"PT_EDUC_IN_POPEMP";"PT";"23";"_T";"_T";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;7.7
"PTAUTO";"PT";"31";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;80.3
"PTSATURDAY";"PT";"37";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;27.4
"PTAUTO";"PT";"48";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;41.3
"PT_EMPFORM_IN_POPEMP";"PT";"6_NP";"_T";"_T";"22_LT3M";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"DW_EMP";"HW";"63";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;31.5
"PTSUNDAY";"PT";"55";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;27.7
"PT_EMPFORM_IN_POPEMP";"PT";"69";"_T";"_T";"23_25_27";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;8.9
"PTSUNDAY";"PT";"48";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;18.9
"PTSUNDAY";"PT";"40";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;23.9
"PT_IN_EMP";"PT";"68";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;2.2
"PT_IN_EMP";"PT";"6_NP";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"N";2024;
"PT_EMPFORM_IN_POPEMP";"PT";"33";"_T";"_T";"211";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;81.4
"PT_EDUC_IN_POPEMP";"PT";"52";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;38.6
"PT_EDUC_IN_POPEMP";"PT";"37";"_T";"_T";"_T";"1_BIT";"540_550";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;17.2
"PT_IN_GS";"PT";"5Q";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;55.8
"PT_EDUC_IN_POPEMP";"PT";"47";"_T";"_T";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_Z";"_T";"_T";"A";2024;16.8
